search URL:,https://patents.google.com/?q=CPC%253dA63B59%252f40&clustered=true
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-107890655-A,一种基于多层映射解析的乒乓球定位方法 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-04-10,,https://patents.google.com/patent/CN107890655A/zh,
FR-59573-E,Raquette de ping-pong ou battoir pour jeux ,,Fernand Lefustec,1949-02-28,1949-02-28,1954-06-28,1954-06-28,https://patents.google.com/patent/FR59573E/fr,
DE-10161835-C2,Tischtennisschläger ,Sing Wo Sports Ltd,Michael Schneider,2001-12-15,2001-12-15,2003-10-23,2003-10-23,https://patents.google.com/patent/DE10161835C2/de,
DE-851621-C,Tischtennisschlaeger mit Belag ,Karl Pflueger,Karl Pflueger,1951-07-01,1951-07-01,1952-10-06,1952-10-06,https://patents.google.com/patent/DE851621C/de,
FR-1031275-A,Cadre protecteur pour raquette de tennis de table ,,Jules-Emilien-Freder Marechal,1951-01-23,1951-01-23,1953-06-22,1953-06-22,https://patents.google.com/patent/FR1031275A/fr,
CN-107837524-A,基于触感反馈的乒乓球对局时有效发球识别系统及方法 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-03-27,,https://patents.google.com/patent/CN107837524A/zh,
CN-107866059-A,一种基于映射解析预处理的乒乓球运动系统 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-04-03,,https://patents.google.com/patent/CN107866059A/zh,
KR-920005179-Y1,충격 완충용 고무판의 테두리 보호테가 부착된 탁구용 배트 ,박상기,박상기,1990-02-15,1990-02-15,1992-07-27,1992-07-27,https://patents.google.com/patent/KR920005179Y1/ko,
SU-629856-A3,Ракетка дл настольного тенниса ,Пауль Лемке Фабрик Фюр Шпортартикельэкспорт (Фирма),Лемке Пауль,1974-01-21,1974-08-06,1978-10-25,1978-10-25,https://patents.google.com/patent/SU629856A3/ru,
FR-320856-A,Perfectionnements aux raquettes ,Smith Henry,Smith Henry,1902-05-03,1902-05-03,1902-12-22,1902-12-22,https://patents.google.com/patent/FR320856A/fr,
DE-19952138-B4,Tischtennis-Schlägerbeläge mit einer neuen geometrischen Konzeption und besseren Spieleigenschaften ,Esn Elastomer Gmbh,"Konrad Tiefenbecher, Georg Dr. Nichlas, Holger Schneider",1999-10-22,1999-10-22,2004-03-11,2004-03-11,https://patents.google.com/patent/DE19952138B4/de,
FR-830196-A,Raquette de tennis de table ,,Anton Keller,1937-01-11,1937-12-01,1938-07-22,1938-07-22,https://patents.google.com/patent/FR830196A/fr,
KR-20170001461-U,양면 장갑형 탁구라켓 ,상명대학교 천안산학협력단,"이형국, 설유정, 이평주, 박다운",2015-10-15,2015-10-15,2017-04-25,,https://patents.google.com/patent/KR20170001461U/ko,https://patentimages.storage.googleapis.com/19/93/eb/f5075974f4f704/utm00001.png
FR-923579-A,Fabrication et montage du manche des râclettes de ping-pong ,,Ernest Zorzit,1946-02-02,1946-02-02,1947-07-10,1947-07-10,https://patents.google.com/patent/FR923579A/fr,
DE-202009008480-U1,Schlagball ,"Schreiber, Klaus G.",,2009-06-19,2009-06-19,2010-10-28,,https://patents.google.com/patent/DE202009008480U1/de,
DE-2407213-C3,Patent DE2407213C3 ,James V. 8201 Kolbermoor Heiloway,James V. 8201 Kolbermoor Heiloway,1974-02-15,1974-02-15,1979-03-08,1979-03-08,https://patents.google.com/patent/DE2407213C3/de,
DE-20121074-U1,Tischtennisschläger ,"Rein Juergen Von, Freund Claudia",,2001-12-29,2001-12-29,2002-10-24,,https://patents.google.com/patent/DE20121074U1/de,
DE-20117602-U1,Kombi-Verbund-System zur Herstellung von Furnierplatten für Tischtennisschläger ,Ehrentraut Horst,,2001-10-27,2001-10-27,2002-03-21,,https://patents.google.com/patent/DE20117602U1/de,
DE-10151772-A1,Ballschläger mit Spielflächensystem ,Dieter Moerlein,Dieter Moerlein,2000-10-28,2001-10-19,2002-06-27,,https://patents.google.com/patent/DE10151772A1/de,
WO-03070333-A1,(en attente) ,Shaofa Xu,Shaofa Xu,2002-02-20,2002-02-20,2003-08-28,,https://patents.google.com/patent/WO2003070333A1/fr,
DE-202015005516-U1,"Wassergolf Eine Einrichtung zumSport auf Wasserflächenmittels tragfähigem Schwimmbrett, einer Golf-Paddel,einem schwimmfähigen Ball und einer Anzahlvon schwimmfähigenRingen (Putte)mit der ein oderer mehrere Personen stehend Bälle in ein bestimmtes Ziel abschlagen ","Nicolas Hübner, Nina Hübner",,2015-08-05,2015-08-05,2016-08-10,,https://patents.google.com/patent/DE202015005516U1/de,https://patentimages.storage.googleapis.com/6b/39/94/739f7d0baa1353/DE202015005516U1_0002.png
FR-2407725-A1,Poignee pour instrument de sport ,Rollet Claude,,1977-11-08,1977-11-08,1979-06-01,,https://patents.google.com/patent/FR2407725A1/fr,
CA-2526354-A1,Raquette de tennis de table (du type a prise de stylo) ,Chong Peen Siow,Chong Peen Siow,2005-11-04,2005-11-04,2007-05-04,,https://patents.google.com/patent/CA2526354A1/fr,
DE-4430476-A1,Tischtennisschläger ,Michael Schneider,Michael Schneider,1993-09-01,1994-08-27,1995-03-23,,https://patents.google.com/patent/DE4430476A1/de,
BE-470825-A,Patent BE470825A ,,,,,1900-01-01,,https://patents.google.com/patent/BE470825A/fr,
EP-1214125-A2,Raquette de tennis de table et son procede de fabrication ,Achim Rendler,Achim Rendler,1999-09-22,2000-09-20,2002-06-19,,https://patents.google.com/patent/EP1214125A2/fr,
DE-19700981-A1,Tisch-Tennis-Schläger aus sphärisch geformten Blechen oder Kunststoffen ,"Roland Krause, Grabosch Reinhold","Roland Krause, Reinhold Dr Grabosch",1997-01-14,1997-01-14,1998-07-16,,https://patents.google.com/patent/DE19700981A1/de,
DE-202006006457-U1,Noppenbelag zum variablen Tischtennisspiel ,"Magazowski, Christoph",,2006-04-21,2006-04-21,2006-08-10,,https://patents.google.com/patent/DE202006006457U1/de,
DE-19923092-A1,Tisch-Tennis-Holz mit Surface Film ,Schneider Michael,,1999-05-20,1999-05-20,2000-11-23,,https://patents.google.com/patent/DE19923092A1/de,
DE-19509309-A1,Verfahren und Vorrichtung zur Verbesserung der Spieleigenschaften von Tischtennis-Schlägerbelägen ,Esn Elastomer Gmbh,Georg Dr Nicklas,1995-03-15,1995-03-15,1996-09-19,,https://patents.google.com/patent/DE19509309A1/de,
WO-9116108-A1,Raquette de tennis de table ,"Tomsky Mezhotraslevoi Territorialny Tsentr Nauchno-Tekhnicheskoi Informatsii I Propagandy, Kooperativ ''parmas''",Vladimir Nikolaevich Scheglov,1990-04-25,1991-01-25,1991-10-31,,https://patents.google.com/patent/WO1991016108A1/fr,
DE-10230791-A1,Tischtennisschläger und Verfahren zur Herstellung desselben ,"Eugen Rendler, Achim Rendler","Eugen Rendler, Achim Rendler",2002-03-12,2002-07-08,2003-10-02,,https://patents.google.com/patent/DE10230791A1/de,
DE-202015003450-U1,Kreiselschläger für ein Wurf/Fang-Spiel ohne Handgriff ,Dejan Secerov,,2015-05-13,2015-05-13,2015-07-09,,https://patents.google.com/patent/DE202015003450U1/de,https://patentimages.storage.googleapis.com/29/d7/fd/4ef697b1ad9e2a/DE202015003450U1_0002.png
CN-108744445-A,一种新型塑料乒乓球拍 ,盐城市艾斯特体育器材有限公司,"王旭升, 汤小庆, 刘宗英, 许鸿祥, 王文嫔",2018-08-10,2018-08-10,2018-11-06,,https://patents.google.com/patent/CN108744445A/zh,
CA-2477528-A1,Raquette a centre de gravite approximatif au centre d'une feuille de caoutchouc ,Kai-Ping Wang,Kai-Ping Wang,2004-08-12,2004-08-12,2006-02-12,,https://patents.google.com/patent/CA2477528A1/fr,
DE-20018813-U1,Ballschläger mit Wendemöglichkeit ,Moerlein Dieter,,2000-11-03,2000-11-03,2001-06-07,,https://patents.google.com/patent/DE20018813U1/de,
FR-1029774-A,Perfectionnements apportés aux raquettes ,,Jean-Emile-Edmond Barville,1950-12-16,1950-12-16,1953-06-05,1953-06-05,https://patents.google.com/patent/FR1029774A/fr,
KR-101121838-B1,단판 탁구라켓 및 그 제작방법 ,박용권,박용권,2011-01-14,2011-01-14,2012-03-21,2012-03-21,https://patents.google.com/patent/KR101121838B1/ko,https://patentimages.storage.googleapis.com/8d/8b/6c/57c72b46fdd9d0/112011003349465-pat00001.png
DE-29812180-U1,"Tischtennisschläger mit Hohlkammergriff mit Sichtfenster und Einschubschlitz für Papier-, Karton- oder Folienstreifen im Griffende ",Sunflex Sport Schnellbuegel &,,1998-07-08,1998-07-08,1998-11-26,,https://patents.google.com/patent/DE29812180U1/de,
CN-111084971-A,一种乒乓球拍表面涂装的方法及其设备 ,上海红双喜股份有限公司,楼世和,2018-10-23,2018-10-23,2020-05-01,,https://patents.google.com/patent/CN111084971A/zh,
DE-9215346-U1,Patent DE9215346U1 ,"Schwarz, Christof, 2000 Hamburg, De",,1992-11-11,1992-11-11,1993-02-18,,https://patents.google.com/patent/DE9215346U1/de,
CN-110152260-A,可增强击球爆发力又可吸震的匹克球拍 ,李丰宇,李丰宇,2019-06-10,2019-06-10,2019-08-23,,https://patents.google.com/patent/CN110152260A/zh,
FR-2244550-B3,Patent FR2244550B3 ,Hoechst Ag,,1973-09-21,1974-09-18,1976-12-10,1976-12-10,https://patents.google.com/patent/FR2244550B3/fr,
DE-29516361-U1,"Tischtennis-Holz, bestehend aus einer Sperrholzplatte aus durchgehenden Furnieren, mit Harz beschichtetem Trägermaterial geklebt, und Tischtennis-Holz ",Schneider Michael,,1995-10-16,1995-10-16,1996-04-04,,https://patents.google.com/patent/DE29516361U1/de,
CN-110548269-A,一种新型乒乓球拍 ,蒋立军,蒋立军,2019-09-24,2019-09-24,2019-12-10,,https://patents.google.com/patent/CN110548269A/zh,
DE-9011179-U1,Patent DE9011179U1 ,"Mueller, Walter, 8740 Salz, De",,1990-07-30,1990-07-30,1990-10-04,,https://patents.google.com/patent/DE9011179U1/de,
DE-9115327-U1,Patent DE9115327U1 ,"Schneider, Michael, 5450 Neuwied, De",,1991-12-11,1991-12-11,1992-02-27,,https://patents.google.com/patent/DE9115327U1/de,
CN-110975252-A,一种具有多功能手柄的乒乓球拍 ,盐城市艾斯特体育器材有限公司,"王旭升, 汤小庆, 王汉超",2019-11-12,2019-11-12,2020-04-10,,https://patents.google.com/patent/CN110975252A/zh,
DE-8714032-U1,Patent DE8714032U1 ,"Kaysser, Werner, 7000 Stuttgart, De",,1987-10-20,1987-10-20,1987-12-17,,https://patents.google.com/patent/DE8714032U1/de,
FR-2669546-B1,"Raquette de tennis de table a surface de rebond membranaire, a controle et rapidite modifiables. ",Faucher Bertrand,Faucher Bertrand,1990-11-28,1990-11-28,1993-06-11,1993-06-11,https://patents.google.com/patent/FR2669546B1/fr,
CN-112642122-A,一种横拍式的乒乓球拍 ,西安蕴形品牌设计有限公司,李俊,2020-12-30,2020-12-30,2021-04-13,,https://patents.google.com/patent/CN112642122A/zh,
CN-112717350-A,一种弹性可调的乒乓球拍 ,湖南省嘉联文化传媒有限公司,张贻祥,2020-12-07,2020-12-07,2021-04-30,,https://patents.google.com/patent/CN112717350A/zh,
CN-112546583-A,一种防磨手的乒乓球拍 ,盐城市艾斯特体育器材有限公司,"王旭升, 汤小庆, 许鸿祥, 刘宗英, 陈亮",2020-11-30,2020-11-30,2021-03-26,,https://patents.google.com/patent/CN112546583A/zh,
DE-2845286-A1,Neuartiger tischtennisschlaeger ,Eduard Ing Grad Krausz,Eduard Ing Grad Krausz,1978-10-18,1978-10-18,1980-04-30,,https://patents.google.com/patent/DE2845286A1/de,
CN-111870910-A,户外球 ,安徽三才体育用品有限公司,"戴见霖, 黄瑞华",2020-08-04,2020-08-04,2020-11-03,,https://patents.google.com/patent/CN111870910A/zh,
DE-8713112-U1,Patent DE8713112U1 ,"Sunflex Sport Schnellbuegel + Zimmermann Gmbh + Co Kg, 8540 Schwabach, De",,1987-09-30,1987-09-30,1987-12-03,,https://patents.google.com/patent/DE8713112U1/de,
DE-9004171-U1,Patent DE9004171U1 ,"Hanno-Sport Gmbh, 4500 Osnabrueck, De",,1990-04-11,1990-04-11,1990-07-26,,https://patents.google.com/patent/DE9004171U1/de,
DE-29808720-U1,Tischtennisschläger ,Tsp Tischtennis Gmbh,,1998-05-14,1998-05-14,1998-07-30,,https://patents.google.com/patent/DE29808720U1/de,
DE-8414599-U1,Patent DE8414599U1 ,"Stroh, Adolf K.W., 7441 Unterensingen, De",,1984-05-12,1984-05-12,1987-04-09,,https://patents.google.com/patent/DE8414599U1/de,
EP-3305378-B1,"Raquette, en particulier structure de raquette de padel ",Skis Rossignol,"Enric CASAS BARDOLET, Jordi LLADÓ ABELLA, Jacques Le Masson",2016-10-04,2017-10-02,2019-03-13,2019-03-13,https://patents.google.com/patent/EP3305378B1/fr,https://patentimages.storage.googleapis.com/e6/cb/f9/e5cc62a0c0a899/imgf0001.png
